recipient_name,cleaned_names
SALAMANDER REPORT & SPA,SALAMANDER REPORT & SPA
NATIONAL WILDLIFE FEDERATION ACTION FUND POLITICAL ACTION COMMITTEE,NATIONAL WILDLIFE FEDERATION ACTION FUND POLITICAL ACTION COMMITTEE
CATERING BY SEASONS,CATERING BY SEASONS
MICHAELS #9712,MICHAELS #9712
ASHLAND COFFEE & TEA,ASHLAND COFFEE & TEA
COLONIAL CATERERS,COLONIAL CATERERS
LEESBURG FESTIVAL,LEESBURG FESTIVAL
RANGER SURPLUS,RANGER SURPLUS
USINPAC,USINPAC
RIVER CITY GRILL,RIVER CITY GRILL
"AMBROSIA CATERERS, INC","AMBROSIA CATERERS, INC"
TEAVOLVE CAFE,TEAVOLVE CAFE
REDROCKS PIZZERIA,REDROCKS PIZZERIA
THE SOCIETY OF THORACIC SURGEONS PAC,THE SOCIETY OF THORACIC SURGEONS PAC
CAPITOL HILLS SUITES,CAPITOL HILLS SUITES
CHOWDER AND MARCHING,CHOWDER AND MARCHING
MARLINE MCCARTHY,MARLINE MCCARTHY
ORDERUP.COM,ORDERUP.COM
FOOD MARKETING INSTITUTE PAC (FOOD PAC),FOOD MARKETING INSTITUTE PAC (FOOD PAC)
ANANDA RESTAURANT,ANANDA RESTAURANT
CHIPOTLE MEXICAN  GRILL,CHIPOTLE MEXICAN  GRILL
CHARLEY PALMER STEAKHOUSE,CHARLEY PALMER STEAKHOUSE
"FOLGER SHAKESPEARE LIBRARY, THE","FOLGER SHAKESPEARE LIBRARY, THE"
"OYAMEL COCINA MEXICANA, DC","OYAMEL COCINA MEXICANA, DC"
IVY AND CONEY,IVY AND CONEY
PIEDMONT STEAK HOUSE,PIEDMONT STEAK HOUSE
APIMENTO CATERING,APIMENTO CATERING
A PIMENTO CATERING,A PIMENTO CATERING
FEAST,FEAST
KIM'S KITCHEN,KIM'S KITCHEN
CATERING BY YAFFA,CATERING BY YAFFA
MCCRADY'S,MCCRADY'S
MARYLAND COUNTRY CLUB,MARYLAND COUNTRY CLUB
LOLA'S GRILL,LOLA'S GRILL
LEVANTINO GROUP,LEVANTINO GROUP
A LITTERI,A LITTERI
UPS PUBLIC AFFAIRS OFFICE,UPS PUBLIC AFFAIRS OFFICE
MONARCH PAINT,MONARCH PAINT
WOODHOLME COUNTRY CLUB,WOODHOLME COUNTRY CLUB
BON VIVANT CAFE,BON VIVANT CAFE
CAMPBELL CATERING DC,CAMPBELL CATERING DC
CHOWDER & MARCHING SOCIETY,CHOWDER & MARCHING SOCIETY
HAT CREEK ENTERPRISES,HAT CREEK ENTERPRISES
LAKE RESEARCH PARTNERS,LAKE RESEARCH PARTNERS
JYOTI INDIAN CUISINE,JYOTI INDIAN CUISINE
THE SUGER EXPERIANCE,THE SUGER EXPERIANCE
SARGENTS INC.,SARGENTS INC.
DEMOCRATIC NATIONAL COMMITTEE  TRAVEL ESCROW ACCOUNT,DEMOCRATIC NATIONAL COMMITTEE  TRAVEL ESCROW ACCOUNT
REPUBLICAN PARTY OF VIRGINIA - RPV,REPUBLICAN PARTY OF VIRGINIA - RPV
LOWE'S,LOWE'S
FOUNTAIN HEAD COUNTRY CLUB,FOUNTAIN HEAD COUNTRY CLUB
LARGENT'S RESTAURANT & BAR,LARGENT'S RESTAURANT & BAR
AUSTIN GRILLE,AUSTIN GRILLE
RIVERSIDE GRILLE,RIVERSIDE GRILLE
SAFEWAY #28928,SAFEWAY #28928
THE FUN SHOP,THE FUN SHOP
MIDDLEBURG COMMON GROUNDS,MIDDLEBURG COMMON GROUNDS
JULIEN'S,JULIEN'S
NANDO'S,NANDO'S
CITY OF ALEXANDRIA,CITY OF ALEXANDRIA
RITA'S,RITA'S
TRIBUTE TO NOVA LABOR,TRIBUTE TO NOVA LABOR
FAIRFAX DEMOCRATIC COMMITTEE,FAIRFAX DEMOCRATIC COMMITTEE
AMWAY TOWNHOUSE,AMWAY TOWNHOUSE
JSTREETPAC,JSTREETPAC
SAFEWAY1,SAFEWAY1
JOHNSON'S FLORIST & GARDEN CENTERS,JOHNSON'S FLORIST & GARDEN CENTERS
MARYLAND EVENT RENTALS,MARYLAND EVENT RENTALS
MALONES OF MANASSAS,MALONES OF MANASSAS
METRO SERVICES GROUP LLC,METRO SERVICES GROUP LLC
CELEBRATE FAIRFAX,CELEBRATE FAIRFAX
VILLAGE SQUARE RESTAURANT,VILLAGE SQUARE RESTAURANT
BRAMBLETON COMMUNITY ASSOCIATION,BRAMBLETON COMMUNITY ASSOCIATION
FRIENDS OF TIM HUGO,FRIENDS OF TIM HUGO
BEST WESTERN BATTLEFIELD INN,BEST WESTERN BATTLEFIELD INN
WORLD OF BEER,WORLD OF BEER
VIP CATERING INC,VIP CATERING INC
ROCKLAND CATERING,ROCKLAND CATERING
DIAGEO NORTH AMERICA EMPLOYEES PAC,DIAGEO NORTH AMERICA EMPLOYEES PAC
PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE
WASHINGTON NATIONALS CONCESSION,WASHINGTON NATIONALS CONCESSION
BAMIAN RESTAURANT,BAMIAN RESTAURANT
CAPITOL HILL TANDOOR,CAPITOL HILL TANDOOR
OSTERIA MARZANO,OSTERIA MARZANO
RUTH'S CHRIS STEAK,RUTH'S CHRIS STEAK
SEVA CAFE,SEVA CAFE
TEMPO RESTAURANT,TEMPO RESTAURANT
THE GREEN TURTLE,THE GREEN TURTLE
THE LANDING RESTAURANT,THE LANDING RESTAURANT
EMBASSEY SUITE SPRINGFIELD,EMBASSEY SUITE SPRINGFIELD
MXDC COCINA MEXICANA RESTAURANT,MXDC COCINA MEXICANA RESTAURANT
THE SUGAR EXPERIENCE LLC,THE SUGAR EXPERIENCE LLC
"DIAGEO NORTH AMERICA, INC. EMPLOYEES POLITICAL PARTICIPATION COMMITTEE","DIAGEO NORTH AMERICA, INC. EMPLOYEES POLITICAL PARTICIPATION COMMITTEE"
BORINQUEN LUNCHBOX,BORINQUEN LUNCHBOX
MCLEAN FAMILY DINER,MCLEAN FAMILY DINER
JUKEBOX DINER,JUKEBOX DINER
CELEBRATE GREAT FALLS,CELEBRATE GREAT FALLS
PICCADILLY,PICCADILLY
DULLES CLASSIC PARTY RENTALS,DULLES CLASSIC PARTY RENTALS
MILANO'S CATERING,MILANO'S CATERING
THE NATIONAL PRAYER BREAKFAST,THE NATIONAL PRAYER BREAKFAST
CHIX DC,CHIX DC
WILLARD INTERCONTINETAL,WILLARD INTERCONTINETAL
"BGR GOVERNMENT AFFFAIRS, LLC","BGR GOVERNMENT AFFFAIRS, LLC"
DANGEROUSLY DELICIOUS,DANGEROUSLY DELICIOUS
THE WILLARD INTERCONTINENTAL DINING,THE WILLARD INTERCONTINENTAL DINING
"THE MELLINGER GROUP, LLC","THE MELLINGER GROUP, LLC"
ROCKLANDS - CATERING703-778-800,ROCKLANDS - CATERING703-778-800
FIOLA               WASHINGTON,FIOLA               WASHINGTON
TOM TROTTER,TOM TROTTER
CAVA MEZZA CAPITOL HILL,CAVA MEZZA CAPITOL HILL
MATCHBOX  CAPITOL HILL,MATCHBOX  CAPITOL HILL
MEDIUM RAR BARRACKS ROW,MEDIUM RAR BARRACKS ROW
HARRY'S,HARRY'S
BIRDS FLORIST,BIRDS FLORIST
CAMPAIGN FINANCIAL SERVICE,CAMPAIGN FINANCIAL SERVICE
CHOWDER AND MARCHING GALA,CHOWDER AND MARCHING GALA
FARMERS FISHERS BAKERS,FARMERS FISHERS BAKERS
TUNNICLIFF'S,TUNNICLIFF'S
TUNE INC,TUNE INC
CENTRAL LIQUOR STORE,CENTRAL LIQUOR STORE
"SILVER AGE, LLC","SILVER AGE, LLC"
TAKOREAN BBQ TACOS,TAKOREAN BBQ TACOS
CONGRESSIONAL MEMBER LUNCH ACCOUNT,CONGRESSIONAL MEMBER LUNCH ACCOUNT
RX CATERING,RX CATERING
NANDO'S PERI-PERI,NANDO'S PERI-PERI
"WINE AND SPIRITS WHOLESALERS OF AMERICA,","WINE AND SPIRITS WHOLESALERS OF AMERICA,"
"RIEDEL, ANTHONY TROY","RIEDEL, ANTHONY TROY"
MESKEREM,MESKEREM
HOGAN LOVELLS,HOGAN LOVELLS
DEMOCRATIC CLUB OF CAROLINE COUNTY,DEMOCRATIC CLUB OF CAROLINE COUNTY
FISHERMAN'S INN,FISHERMAN'S INN
VINNY'S LA ROMA ITALIAN RESTAURANT,VINNY'S LA ROMA ITALIAN RESTAURANT
ACQUA AL 2 RESTAURANT (A2LPI),ACQUA AL 2 RESTAURANT (A2LPI)
"SUGAR EXPERIENCE, THE","SUGAR EXPERIENCE, THE"
MARRIOTT WESTFIELD,MARRIOTT WESTFIELD
"MAKI OF JAPAN  ARLINGTON, VA","MAKI OF JAPAN  ARLINGTON, VA"
CLARENDON GRILL,CLARENDON GRILL
"SILVER DINER ARLINGTON, VA","SILVER DINER ARLINGTON, VA"
ARLINGTON ROOFTOP BAR AND GRILLE,ARLINGTON ROOFTOP BAR AND GRILLE
"FARR, SAM","FARR, SAM"
USHR FLAG SALES,USHR FLAG SALES
FREEDOMWORKS INC POLITICAL ACTION COMMITTEE,FREEDOMWORKS INC POLITICAL ACTION COMMITTEE
AMERICAN RESORT DEVELOPMENT ASSOCATION POLITICAL ACTION COMMITTEE (ARDA PAC),AMERICAN RESORT DEVELOPMENT ASSOCATION POLITICAL ACTION COMMITTEE (ARDA PAC)
DUTCH MILL CATERING COMPANY,DUTCH MILL CATERING COMPANY
HOWZE FOR COUNTY BOARD,HOWZE FOR COUNTY BOARD
BLUE CROSS BLUESHIELD ASSOCIATION,BLUE CROSS BLUESHIELD ASSOCIATION
LEVY RESTAURANTS @ MCI CENTER,LEVY RESTAURANTS @ MCI CENTER
WOODLANDS VEGAN BISTOR,WOODLANDS VEGAN BISTOR
TWENY-FIRST CENTURY GROUP,TWENY-FIRST CENTURY GROUP
JENNIFER DRIBAN,JENNIFER DRIBAN
CONCERNED WOMEN POLITICAL ACTION COMMITTEE,CONCERNED WOMEN POLITICAL ACTION COMMITTEE
HILTON ALEXANDRIA OLD TOWN,HILTON ALEXANDRIA OLD TOWN
HYATT REGENCY CHEAPEAKE BAY,HYATT REGENCY CHEAPEAKE BAY
FIRST LADY'S LUNCHEON CONGRESSIONAL CLUB,FIRST LADY'S LUNCHEON CONGRESSIONAL CLUB
EL CENTRO,EL CENTRO
VILLLAGE SQUARE CAFE,VILLLAGE SQUARE CAFE
CONGRESSIONAL STORE,CONGRESSIONAL STORE
PARADISE SPRINGS WINERY,PARADISE SPRINGS WINERY
PS YOUR PARTY,PS YOUR PARTY
TRATTORIA VILLAGIO,TRATTORIA VILLAGIO
NATIONAL ASSOCIATION OF MANUFACTURERS PAC (NAM-PAC),NATIONAL ASSOCIATION OF MANUFACTURERS PAC (NAM-PAC)
FAITH AND POLITICS INSTITUE,FAITH AND POLITICS INSTITUE
CISCO COMMUNICATIONS,CISCO COMMUNICATIONS
SHERATON,SHERATON
ZENTAN,ZENTAN
DEL FRINSCO'S,DEL FRINSCO'S
ALLSPORTS GRAND PRIX,ALLSPORTS GRAND PRIX
"DELOITTE SERVICES, LP","DELOITTE SERVICES, LP"
FRAGER'S HARDWARE,FRAGER'S HARDWARE
ASHTON FARM'S,ASHTON FARM'S
ELECTION CFO LLC,ELECTION CFO LLC
250THE CATALYST GROUP,250THE CATALYST GROUP
METROPOLITAN WASHINGTON COUNCIL AFL-CIO,METROPOLITAN WASHINGTON COUNCIL AFL-CIO
STOKED WOOD FIRED EATERY,STOKED WOOD FIRED EATERY
HRC - BOX OFFICE TICKETS,HRC - BOX OFFICE TICKETS
THE BURGER JOINT,THE BURGER JOINT
RED ROCKS NEAPOLITAN BISTRO,RED ROCKS NEAPOLITAN BISTRO
ODYSSEY CRUISES,ODYSSEY CRUISES
EAT AND SMILE CATERING,EAT AND SMILE CATERING
AEGIS STRATEGIC,AEGIS STRATEGIC
CORNER BAKERY DC,CORNER BAKERY DC
PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA PAC,PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA PAC
1789 RESTAURANT,1789 RESTAURANT
FAIRFAX COUNTRY DEMOCRATIC COMMITTEE,FAIRFAX COUNTRY DEMOCRATIC COMMITTEE
CONGRESSIONAL BASEBALL GAME FOR CHARITY,CONGRESSIONAL BASEBALL GAME FOR CHARITY
FOOD & FRIENDS,FOOD & FRIENDS
AC MOORE STORE,AC MOORE STORE
FRIENDS OF THE COMISSION FOR WOMEN,FRIENDS OF THE COMISSION FOR WOMEN
STAR SPANGLED BALL,STAR SPANGLED BALL
NEW HOPE BAPTIST CHURCH,NEW HOPE BAPTIST CHURCH
TAYLOR GOURMET RESTAURANT,TAYLOR GOURMET RESTAURANT
C I A SERVICES,C I A SERVICES
DANTE POPE,DANTE POPE
ALBISU BLACK LLC,ALBISU BLACK LLC
FLANAGAN FULKERSON & CO,FLANAGAN FULKERSON & CO
NATIONAL LEADERSHIP SEMINAR,NATIONAL LEADERSHIP SEMINAR
BAJA GRILL,BAJA GRILL
"MOLLY MALONE'S, DC","MOLLY MALONE'S, DC"
"EC CONSULTING, LLC","EC CONSULTING, LLC"
HYATT REGENCY CHESAPEAKE BAY RESORT,HYATT REGENCY CHESAPEAKE BAY RESORT
WAREHOUSE BAR & GRILL,WAREHOUSE BAR & GRILL
FOUR POINTS SHERATON,FOUR POINTS SHERATON
NAIFA,NAIFA
COCKEYSVILLE VOLUNTEER FIRE COMPANY,COCKEYSVILLE VOLUNTEER FIRE COMPANY
JAMES RIVER REPUBLICAN WOMEN'S CLUB,JAMES RIVER REPUBLICAN WOMEN'S CLUB
NOSTOS,NOSTOS
ELIZABETH DECHENT,ELIZABETH DECHENT
ROLLING ROAD GULF CLUB,ROLLING ROAD GULF CLUB
"ALLIANT TECHSYSTEMS, INC. EMPLOYEE CITIZENSHIP FUND","ALLIANT TECHSYSTEMS, INC. EMPLOYEE CITIZENSHIP FUND"
ELLA'S WOOD FIRED PIZZA,ELLA'S WOOD FIRED PIZZA
IBEW LOCAL 26,IBEW LOCAL 26
5 VERIZON CENTER,5 VERIZON CENTER
THE 909,THE 909
THAIGER CROSSING,THAIGER CROSSING
THE BIG BOARD,THE BIG BOARD
THE LIGHT HORSE,THE LIGHT HORSE
AFL-CIO SECRETARY-TREASURER,AFL-CIO SECRETARY-TREASURER
CSI-CAPITOL SERVICES INC.,CSI-CAPITOL SERVICES INC.
ACELA CAFE CAR,ACELA CAFE CAR
MATCHBOX CAPITOL HILL WASHINGTON DC,MATCHBOX CAPITOL HILL WASHINGTON DC
STEINHILBER'S RESTURANT,STEINHILBER'S RESTURANT
VIRGINIA FEDERATION OF REPUBLICAN WOMAN,VIRGINIA FEDERATION OF REPUBLICAN WOMAN
CLUB FOR GROWTH PAC,CLUB FOR GROWTH PAC
THE CHURCHILL HOTEL,THE CHURCHILL HOTEL
TORILLA COAST,TORILLA COAST
EAT & SMILE,EAT & SMILE
SOCIAL REFORM RESTAURANT,SOCIAL REFORM RESTAURANT
"TRIANGLE GROUP, LLC","TRIANGLE GROUP, LLC"
CELLAR.COM,CELLAR.COM
HYATT HOTELS CHEASEPEAKE,HYATT HOTELS CHEASEPEAKE
DISTRICT GROCERY STORE,DISTRICT GROCERY STORE
LOLA'S BARRACKS BAR & GRILLE,LOLA'S BARRACKS BAR & GRILLE
COMCAST,COMCAST
COX CONSULTING,COX CONSULTING
THE CHOP HOUSE,THE CHOP HOUSE
PJ CLARKE'S WASHINGTON DC,PJ CLARKE'S WASHINGTON DC
EDONATION,EDONATION
POUR HOUSE/TOP OF THE HILL,POUR HOUSE/TOP OF THE HILL
ACQUA 2,ACQUA 2
AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE,AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE
HUNAN DYANSTY,HUNAN DYANSTY
IMPERIAL LIQUOR,IMPERIAL LIQUOR
SCOSSA,SCOSSA
WESTIN CITY CENTER,WESTIN CITY CENTER
PINPOINT TECHNOLOGY LLC,PINPOINT TECHNOLOGY LLC
PRIMI PATTI RESTAURANT,PRIMI PATTI RESTAURANT
OLD EBBITT,OLD EBBITT
JOHNNY'S HALF'S,JOHNNY'S HALF'S
HYATT REGENCY CRYSTAL CITY,HYATT REGENCY CRYSTAL CITY
PRIME CHOICE CATERING,PRIME CHOICE CATERING
LAS PLACITAS CANTINA,LAS PLACITAS CANTINA
CIRCA AT FOGGY BOTTOM,CIRCA AT FOGGY BOTTOM
LE REFUGE,LE REFUGE
NORTHWEST FRESH,NORTHWEST FRESH
SQ EAT & SMILE CATERING,SQ EAT & SMILE CATERING
PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE  (PCIPAC),PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE  (PCIPAC)
423 NEW JERSEY AVENUE BUILDING FUND,423 NEW JERSEY AVENUE BUILDING FUND
ERIC CONNOLLY PHOTOGRAPHY,ERIC CONNOLLY PHOTOGRAPHY
MOUNT VERNON LADIES ASSN,MOUNT VERNON LADIES ASSN
NATIONAL AIRPORT GRILLE,NATIONAL AIRPORT GRILLE
RADISSON HOTEL AT CROSS KEYS,RADISSON HOTEL AT CROSS KEYS
JERRY'S SUBS AND PIZZA,JERRY'S SUBS AND PIZZA
LEANN CHIN,LEANN CHIN
GALLERY PLACE PARKING,GALLERY PLACE PARKING
PJ CLARKE'S DC,PJ CLARKE'S DC
NATIONAL ASSOCIATION OF HOME BUILDERS,NATIONAL ASSOCIATION OF HOME BUILDERS
WAWA,WAWA
NORTH BEACH BAR AND GRILL,NORTH BEACH BAR AND GRILL
RENAISSANCE HOTEL DC,RENAISSANCE HOTEL DC
CARROLL COUNTY DEMOCRATIC CENTRAL COMMITTEE,CARROLL COUNTY DEMOCRATIC CENTRAL COMMITTEE
DEMOCRATIC CENTRAL COMMITTEE WORCESTER COUNTY,DEMOCRATIC CENTRAL COMMITTEE WORCESTER COUNTY
DRUMMER'S CAFE,DRUMMER'S CAFE
EASTERN SHORE ASSOCIATION OF MUNICIPALITIES,EASTERN SHORE ASSOCIATION OF MUNICIPALITIES
FOOD LION #2522,FOOD LION #2522
"OCCASIONS CATERING, LLC","OCCASIONS CATERING, LLC"
NAPLES REPUBLICAN WOMEN,NAPLES REPUBLICAN WOMEN
JOE'S STONE CRAB RESTAURANT,JOE'S STONE CRAB RESTAURANT
THE LIAISON ON CAPITOL HILL,THE LIAISON ON CAPITOL HILL
MARYLAND NATIONAL CAPITOL PARKS PLANNING COMMISSION,MARYLAND NATIONAL CAPITOL PARKS PLANNING COMMISSION
KRUBA,KRUBA
W WASHINGTON HOTEL,W WASHINGTON HOTEL
SONA CREAMERY AND WINE,SONA CREAMERY AND WINE
MAD FOX BREWING COMPANY,MAD FOX BREWING COMPANY
CXIII REX,CXIII REX
DECARLO'S RESTAURANT,DECARLO'S RESTAURANT
LEBANESE BUTCHER,LEBANESE BUTCHER
AQUA AL2 RESTAURANT,AQUA AL2 RESTAURANT
SHERENE JAMES,SHERENE JAMES
A. LITTERI,A. LITTERI
ART AND SOUL AT LIAISON,ART AND SOUL AT LIAISON
RIAA,RIAA
MR VIDEO-AA COMPUTERS,MR VIDEO-AA COMPUTERS
ALEX GREY,ALEX GREY
CATERING CONCEPTS,CATERING CONCEPTS
SUFFOLK FESTIVALS INC,SUFFOLK FESTIVALS INC
WASHINGON NATIONALS BASEBALL CLUB,WASHINGON NATIONALS BASEBALL CLUB
"BULLARD STREET LLC, DBA RIS","BULLARD STREET LLC, DBA RIS"
NFIB,NFIB
CATO INSTITUTE,CATO INSTITUTE
POPEYE'S,POPEYE'S
CLYDE'S OF TYSONS CORNER,CLYDE'S OF TYSONS CORNER
CREPE LOVE TRUCK,CREPE LOVE TRUCK
EL CENTRO D.F.,EL CENTRO D.F.
SINO'S INN,SINO'S INN
JIMMY'S OLD TAVERN,JIMMY'S OLD TAVERN
LOUDOUN COUNTY FAIRGROUNDS,LOUDOUN COUNTY FAIRGROUNDS
NATIONAL ORGANIZATION FOR VIETNAMESE AMERICAN LEADERSHIP (NOVAL),NATIONAL ORGANIZATION FOR VIETNAMESE AMERICAN LEADERSHIP (NOVAL)
PAKISTAN FESTIVAL USA,PAKISTAN FESTIVAL USA
MOBY DICK HOUSE OF KABOB,MOBY DICK HOUSE OF KABOB
"RUSHHI ENTERTAINMENT, INC.","RUSHHI ENTERTAINMENT, INC."
ALL SOULS BAR,ALL SOULS BAR
JILL RIVERALL,JILL RIVERALL
SHAMSHIRY,SHAMSHIRY
UNIPARK VALET & PARKING SERVICES,UNIPARK VALET & PARKING SERVICES
NOELIA ITALIAN KITCHEN,NOELIA ITALIAN KITCHEN
HARRY'S TAP ROOM,HARRY'S TAP ROOM
MASALA ART RESTAURANT,MASALA ART RESTAURANT
MOMOS,MOMOS
DEMOCRACY PARTNERS,DEMOCRACY PARTNERS
DEMOCRATIC NATIONAL COMMITTEE - TRAVEL-OFFSET ACCOUNT,DEMOCRATIC NATIONAL COMMITTEE - TRAVEL-OFFSET ACCOUNT
JOJO'S FAMOUS PIZZA,JOJO'S FAMOUS PIZZA
REBEKAH BAER,REBEKAH BAER
"MARYLAND SOUND INT'L HOLDING CO, LLC","MARYLAND SOUND INT'L HOLDING CO, LLC"
WASHINGTON OFFICE ON LATIN AMERICA,WASHINGTON OFFICE ON LATIN AMERICA
COX ENTERPRISES,COX ENTERPRISES
HAMPTON INN,HAMPTON INN
CENTRAL SALES,CENTRAL SALES
BRWNSTEIN HYATT FARBER SCHRECK GROUP,BRWNSTEIN HYATT FARBER SCHRECK GROUP
COURTYARD BY MARIOTT - D C,COURTYARD BY MARIOTT - D C
GOP STORE.COM,GOP STORE.COM
U S CAPITOL HISTORICAL  SOCIETY,U S CAPITOL HISTORICAL  SOCIETY
J GILBERT'S,J GILBERT'S
OCEANAIRE #89,OCEANAIRE #89
"GEPETTO CATERING, INC.","GEPETTO CATERING, INC."
PERFECT SETTINGS,PERFECT SETTINGS
MACADAMIA STRATEGIES,MACADAMIA STRATEGIES
HAWK N DIVE,HAWK N DIVE
U S HOUSE OFFICE SUPPLY,U S HOUSE OFFICE SUPPLY
DECANTER,DECANTER
TAVIRA,TAVIRA
KARL ROVE AND COMPANY,KARL ROVE AND COMPANY
IN CATERING,IN CATERING
20003AGUA 301,20003AGUA 301
AMERICAN COUNCIL OF LIFE INS,AMERICAN COUNCIL OF LIFE INS
STANDARD SUPPLIES,STANDARD SUPPLIES
THE ASSOCIATED GENERAL CONTRACTORS OF AMERICA,THE ASSOCIATED GENERAL CONTRACTORS OF AMERICA
LEAGUE OF CONSERVATION VOTERS ACTION FUND (LCVAF),LEAGUE OF CONSERVATION VOTERS ACTION FUND (LCVAF)
"STARBUCKS (WASHINGTON, DC)","STARBUCKS (WASHINGTON, DC)"
NRA RANGE,NRA RANGE
REDSTONE AMERICAN GRILL,REDSTONE AMERICAN GRILL
SOCIAL REFORN,SOCIAL REFORN
ACQUA A1 2,ACQUA A1 2
TICKETS WASHINGTON NATIONALS,TICKETS WASHINGTON NATIONALS
AUTO PAC,AUTO PAC
LUPO VERDE,LUPO VERDE
PRESS LIQUORS,PRESS LIQUORS
MANGIALARDO & SONS,MANGIALARDO & SONS
NAACP - VIRGINIA BEACH,NAACP - VIRGINIA BEACH
SUPPER SOUTHERN MORSELS,SUPPER SOUTHERN MORSELS
THE RED HEADED ITALIAN,THE RED HEADED ITALIAN
JOE'S STONE CRAB OF WASHINGTON,JOE'S STONE CRAB OF WASHINGTON
DBGB KITCHEN BAR,DBGB KITCHEN BAR
YOUTHFUL DIVERSIONS,YOUTHFUL DIVERSIONS
FIREFLIES,FIREFLIES
BASKIN ROBBINS,BASKIN ROBBINS
MORRISON HOUSE HOTEL,MORRISON HOUSE HOTEL
CONSUMER HEALTHCARE PRODUCTS ASSOCIATION PAC  (CHPA/PAC),CONSUMER HEALTHCARE PRODUCTS ASSOCIATION PAC  (CHPA/PAC)
DC DENTAL SOCIETY,DC DENTAL SOCIETY
THE RIVER MARKET,THE RIVER MARKET
MARTIN'S GROCERY STORE,MARTIN'S GROCERY STORE
BRISTOW MANOR GOLF CLUB,BRISTOW MANOR GOLF CLUB
SHAMSHIRY INC.,SHAMSHIRY INC.
THE U.S. CAPITOL HISTORICAL SOCIETY?S ON-LINE GIFT SHOP,THE U.S. CAPITOL HISTORICAL SOCIETY?S ON-LINE GIFT SHOP
RESTAURANT ASSOCIATES/SVC,RESTAURANT ASSOCIATES/SVC
NATL DEMOCRATIC CLUB,NATL DEMOCRATIC CLUB
"EST CAFE, LLC","EST CAFE, LLC"
ENCHANTED FOREST,ENCHANTED FOREST
DLA PIPER,DLA PIPER
JACK LUCKY FLORAL,JACK LUCKY FLORAL
ARENA STAGE,ARENA STAGE
WILLARD HOTEL AND PARKING,WILLARD HOTEL AND PARKING
AMTRAK WASHINGTON,AMTRAK WASHINGTON
SECOND DISTRICT REPUBLICAN COMMITTEE OF VA,SECOND DISTRICT REPUBLICAN COMMITTEE OF VA
CORNER BAKERY - DC,CORNER BAKERY - DC
KOGIYA,KOGIYA
"EXECUTIVE PRESS, INC.","EXECUTIVE PRESS, INC."
TRUMP NATIONAL GOLF CLUB,TRUMP NATIONAL GOLF CLUB
BALDUCCI'S FOOD LOVER'S MARKET,BALDUCCI'S FOOD LOVER'S MARKET
COUNTY OF LOUDON,COUNTY OF LOUDON
FAIRFAX COUNTY PARK AUTHORITY,FAIRFAX COUNTY PARK AUTHORITY
FIRE WORKS PIZZA,FIRE WORKS PIZZA
PEKING IMPERIAL,PEKING IMPERIAL
HAPPY HARBOR,HAPPY HARBOR
YONG CHOE,YONG CHOE
MERCHANT CAMPAIGN FINANCIAL SVC,MERCHANT CAMPAIGN FINANCIAL SVC
THE OMNI HOMESTEAD RESORT,THE OMNI HOMESTEAD RESORT
VERIZON COMMUNICATIONS INC.,VERIZON COMMUNICATIONS INC.
JOHN T. O'ROURKE,JOHN T. O'ROURKE
TAKOREAN RESTAURANT,TAKOREAN RESTAURANT
SYNERGIST CONSULTING,SYNERGIST CONSULTING
HOTEL ROANOKE & CONFERENCE CTR / HILTON,HOTEL ROANOKE & CONFERENCE CTR / HILTON
SALAMANDER HOTELS,SALAMANDER HOTELS
THE LIAISON CAPITOL HILL WASHINGTON DC,THE LIAISON CAPITOL HILL WASHINGTON DC
TMH CATERING LLC,TMH CATERING LLC
TUNICLIFFS TAVERN,TUNICLIFFS TAVERN
TWO AMYS,TWO AMYS
SULLY FRAMING & ART,SULLY FRAMING & ART
JASMINE ZAMANI,JASMINE ZAMANI
501 INC.,501 INC.
"CAPITOL HILL TOWER COOP, INC.","CAPITOL HILL TOWER COOP, INC."
GREG A ROSENBAUM,GREG A ROSENBAUM
TO YOUR TASTE CATERING,TO YOUR TASTE CATERING
VERIZON CENTER CATERING,VERIZON CENTER CATERING
MARKET BISTROBAR,MARKET BISTROBAR
RAYBURN HOUSE BUILDING CAFETERIA,RAYBURN HOUSE BUILDING CAFETERIA
NOPA KITCHEN BAR,NOPA KITCHEN BAR
IMPALA CANTINA Y TAQUERI,IMPALA CANTINA Y TAQUERI
"ROCK AND ROLL HOTEL, LLC","ROCK AND ROLL HOTEL, LLC"
RIDGEWELL'S CATERERS,RIDGEWELL'S CATERERS
"THE COLLECTIVE EMPOWERMENT GROUP, INC.","THE COLLECTIVE EMPOWERMENT GROUP, INC."
YUCA,YUCA
BOBBY VAN'S GRILLE RESTAURANT,BOBBY VAN'S GRILLE RESTAURANT
AMORINI PANINI,AMORINI PANINI
CAVA GRILL,CAVA GRILL
